RecordID,EmployeeID,DepartmentID,Year,Month,BaseSalary,Bonus,OvertimeHours,AbsenteeismDays,PerformanceRating,TrainingHours,AttritionFlag,WorkLifeBalanceScore,JobSatisfactionScore
866,1021,2,2024,4,30829,13071,30,3,3,27,0,5,2
867,1340,8,2022,1,59381,11322,28,2,3,11,0,3,1
868,1211,6,2023,9,106081,4276,29,3,5,24,1,3,5
869,1140,7,2022,6,43263,12306,25,6,3,37,0,1,3
870,1293,8,2022,8,78260,1249,19,4,5,14,0,5,2
871,1298,7,2022,11,68306,24024,37,0,4,33,0,5,5
872,1101,8,2022,4,116211,27742,18,1,3,12,1,3,2
873,1304,7,2023,9,83418,22096,26,1,4,7,0,3,4
874,1359,6,2022,2,115898,17629,24,3,4,12,0,4,1
875,1028,2,2023,9,25148,8245,39,5,5,35,0,5,1
876,1041,7,2023,12,26754,11102,37,5,3,5,0,5,5
877,1355,7,2024,5,51745,16226,22,3,3,37,0,4,4
878,1303,3,2024,6,97914,10588,28,2,3,31,0,5,3
879,1146,4,2023,3,80833,442,14,1,1,20,0,1,4
880,1256,6,2023,4,45140,6976,2,2,4,6,0,3,4
881,1227,8,2022,6,99907,4675,9,4,5,25,0,3,3
882,1236,6,2024,7,85653,11803,14,1,3,14,0,3,3
883,1361,5,2022,1,117535,7953,15,4,4,22,0,2,4
884,1380,8,2022,7,86521,4377,16,0,4,37,0,1,2
885,1013,6,2022,1,103315,10599,18,2,3,14,0,1,2
886,1210,2,2023,5,56075,7058,10,3,2,39,0,4,4
887,1229,8,2022,6,55697,17206,4,1,4,15,0,2,2
888,1397,8,2024,2,79544,11894,4,2,5,31,0,5,3
889,1100,6,2022,10,34795,2939,13,3,4,36,0,1,3
890,1031,8,2023,9,89555,23480,25,0,1,17,0,2,2
891,1386,3,2022,10,77204,22149,7,1,3,19,0,2,3
892,1016,4,2022,6,94754,29312,4,4,2,1,0,1,1
893,1137,8,2024,7,89860,1031,6,0,4,22,0,4,3
894,1329,4,2022,10,76529,10208,15,5,4,29,0,2,4
895,1166,6,2024,8,36672,562,13,3,2,2,0,3,5
896,1310,7,2023,11,79238,10730,36,7,4,38,0,2,2
897,1100,1,2022,10,60950,16724,3,1,4,0,0,5,2
898,1109,1,2024,1,36009,20951,35,1,4,21,0,1,3
899,1343,7,2022,8,72096,16152,16,6,5,28,0,5,3
900,1173,7,2024,4,44544,13998,35,6,2,13,0,4,5
901,1237,7,2022,10,80728,24246,5,0,5,27,0,3,5
902,1162,2,2024,8,54381,28351,15,1,2,20,0,1,4
903,1393,1,2022,6,50287,18680,28,3,3,31,0,2,1
904,1216,7,2023,11,89610,16618,35,0,5,5,0,3,4
905,1264,2,2024,9,93122,21586,37,4,5,0,0,2,2
906,1263,5,2024,11,93184,9308,36,0,4,20,0,4,3
907,1292,8,2024,4,65081,26484,9,0,4,3,0,1,4
908,1274,2,2024,2,108637,9609,35,7,4,2,0,4,3
909,1003,1,2024,2,70312,29495,28,4,4,29,0,4,3
910,1028,6,2022,5,112228,17675,13,5,2,30,0,4,4
911,1326,5,2022,10,97943,28064,3,6,4,33,1,4,4
912,1149,1,2022,9,107790,21111,35,3,3,18,0,2,5
913,1028,8,2023,12,105770,28230,12,5,3,19,0,5,1
914,1310,2,2023,3,77726,8720,17,5,3,22,0,2,5
915,1065,3,2023,8,47211,27900,32,5,4,39,0,3,1
916,1356,4,2022,4,54480,10172,20,6,5,24,1,4,4
917,1021,8,2023,6,72780,14457,15,2,4,14,0,3,1
918,1252,1,2022,10,82138,2939,14,6,5,37,1,2,2
919,1235,7,2023,6,115382,14345,4,5,3,22,0,4,5
920,1227,2,2023,3,67503,16158,5,2,4,1,0,2,5
921,1013,7,2024,5,82893,5435,37,4,4,14,0,4,5
922,1313,7,2024,12,71193,23365,2,6,4,34,0,2,3
923,1049,7,2023,3,86358,5392,11,3,4,9,0,1,3
924,1118,7,2022,11,105857,25905,35,5,4,13,0,5,4
925,1054,7,2023,11,103182,7972,32,1,5,26,0,5,4
926,1138,5,2022,1,47117,17617,35,4,4,13,0,4,3
927,1053,1,2023,7,84056,26329,32,2,2,34,0,1,5
928,1044,8,2023,4,83706,19184,30,6,4,32,0,3,3
929,1303,1,2022,7,95429,27509,20,3,3,0,0,1,1
930,1053,8,2022,3,34476,14799,26,0,3,33,1,4,5
931,1074,4,2024,12,107806,27335,26,3,5,18,0,1,3
932,1046,2,2024,11,80006,19159,7,3,3,23,0,3,4
933,1013,3,2023,5,112238,15052,36,5,4,3,0,4,3
934,1165,5,2022,5,94918,6044,31,5,3,35,1,5,2
935,1102,2,2022,2,88155,19871,25,6,1,12,0,1,3
936,1280,5,2023,11,92321,23767,1,6,3,31,0,5,5
937,1258,8,2024,10,70798,14415,11,7,2,8,0,5,3
938,1337,1,2022,12,102271,20234,21,2,4,38,1,2,4
939,1356,7,2024,2,55177,27103,16,7,3,15,0,3,1
940,1398,4,2022,4,107215,21381,6,6,3,2,0,1,2
941,1138,4,2024,4,68013,17274,3,2,2,19,0,5,5
942,1163,6,2023,4,107600,13858,36,5,3,9,0,5,4
943,1387,3,2024,6,78450,22304,37,5,4,21,0,3,2
944,1111,4,2023,2,72928,26641,31,1,3,2,0,5,3
945,1102,7,2023,6,117403,17572,10,1,4,10,0,5,2
946,1017,1,2022,7,70382,5644,0,4,5,24,0,5,1
947,1268,3,2022,11,110038,28873,24,5,4,7,0,5,2
948,1182,8,2024,10,25760,17124,23,0,4,8,0,2,2
949,1372,2,2024,3,49142,17753,16,1,2,14,0,2,3
950,1024,8,2024,11,42290,25965,7,2,3,31,1,4,3
951,1029,7,2023,12,96035,18384,26,3,5,2,0,1,5
952,1171,7,2024,8,25364,17855,17,6,4,3,0,3,3
953,1228,4,2022,2,81921,17920,26,6,4,29,0,4,2
954,1378,3,2023,11,44797,16702,21,4,4,12,0,2,1
955,1188,1,2023,8,57535,26840,15,1,3,20,1,2,3
956,1346,8,2023,11,71300,5153,1,3,1,18,1,2,5
957,1230,6,2023,5,72176,1894,4,3,4,38,0,4,5
958,1321,8,2022,2,41105,28287,17,1,4,21,0,2,2
959,1340,5,2023,7,32939,29395,2,0,3,19,0,4,3
960,1119,5,2024,2,104472,27398,26,0,5,36,0,2,3
961,1156,1,2023,6,67029,7991,16,4,3,30,0,5,5
962,1272,1,2022,10,40863,15439,15,7,3,9,0,5,3
963,1175,5,2022,3,103097,29084,5,0,5,17,0,1,2
964,1104,6,2022,9,35447,9467,6,4,4,38,0,2,1
965,1092,3,2022,3,71940,27659,13,7,4,19,0,1,2
966,1186,5,2023,11,102947,24976,37,7,2,17,0,4,3
967,1283,1,2023,12,110001,5935,39,2,3,10,1,1,2
968,1181,4,2023,12,44642,17107,14,7,4,21,0,2,4
969,1170,2,2023,3,92643,2329,32,1,3,17,0,4,4
970,1187,6,2024,5,32928,9327,26,7,4,33,0,4,3
971,1175,7,2022,7,73002,2770,28,3,5,22,0,5,3
972,1222,6,2023,8,109853,23929,36,4,4,0,0,4,1
973,1233,4,2024,12,50017,4846,4,6,3,9,0,4,2
974,1162,4,2022,11,104064,16651,28,0,4,0,0,1,1
975,1134,7,2022,7,38313,16276,31,6,3,37,0,4,3
976,1391,8,2024,9,26559,14633,5,4,3,38,1,3,3
977,1224,1,2023,5,75893,13628,1,5,1,8,1,5,5
978,1153,5,2023,10,40167,569,5,4,3,30,0,5,1
979,1033,8,2022,11,105879,27132,3,0,5,6,1,4,3
980,1055,3,2023,3,63598,1973,28,5,3,16,0,1,4
981,1007,6,2023,6,32523,25121,24,5,3,34,0,5,5
982,1244,7,2022,5,74777,2822,8,7,5,36,0,5,2
983,1313,6,2023,12,53439,20844,2,0,1,17,0,3,5
984,1126,8,2022,4,106060,29218,25,5,4,32,0,4,2
985,1012,4,2023,12,38285,270,26,1,3,3,0,5,4
986,1016,5,2022,2,35973,16320,35,3,1,22,0,5,2
987,1208,6,2022,7,47694,7641,31,6,5,10,0,5,1
988,1043,3,2022,5,60774,8930,0,1,2,8,1,5,2
989,1373,4,2022,4,29302,6680,15,1,4,29,1,1,2
990,1135,3,2024,12,47391,1257,10,0,3,7,0,2,5
991,1228,5,2022,8,29611,8250,25,7,2,39,0,3,4
992,1111,6,2023,9,34372,5370,39,0,1,4,0,1,2
993,1307,2,2022,9,49312,28757,0,6,2,11,0,3,1
994,1160,8,2023,3,39080,4858,25,3,2,0,0,5,5
995,1331,6,2024,3,105618,8581,27,4,4,14,0,3,4
996,1264,8,2022,5,45874,13491,8,1,3,24,0,4,4
997,1225,5,2024,5,87537,25294,21,5,3,17,0,4,3
998,1217,6,2022,10,98914,23383,7,3,3,37,0,2,1
999,1045,8,2024,2,26597,12436,26,1,5,25,0,2,5
1000,1214,7,2023,1,36600,12870,38,4,5,39,0,3,5
1001,1059,8,2024,8,28747,16504,18,7,4,2,0,1,1
1002,1132,6,2023,3,104415,6908,24,5,5,21,0,1,4
1003,1104,1,2023,1,103553,10844,37,1,3,25,0,5,2
1004,1195,6,2022,1,49815,18687,20,2,3,18,0,1,1
1005,1157,6,2022,11,109500,4861,23,6,4,38,0,2,5
1006,1098,8,2024,2,119348,2911,23,3,4,35,0,1,1
1007,1226,3,2023,6,49714,8991,18,6,3,20,0,5,4
1008,1205,2,2023,6,43890,11572,1,0,3,25,0,4,3
1009,1079,3,2024,3,86509,10298,13,1,5,12,0,1,3
1010,1124,8,2023,12,86824,29693,31,5,4,35,1,1,2
1011,1218,3,2024,4,29725,7236,31,5,3,23,0,2,2
1012,1004,4,2024,12,68205,5565,27,3,4,25,0,3,4
1013,1090,1,2023,2,45684,22915,38,3,3,20,0,4,2
1014,1104,3,2024,2,116861,17493,39,6,2,17,0,3,3
1015,1393,7,2022,7,82911,6929,39,5,3,14,0,5,4
1016,1119,5,2022,1,38092,17634,12,5,3,14,0,5,4
1017,1133,7,2023,7,64770,27216,11,5,1,5,0,3,4
1018,1312,5,2022,12,50457,24561,7,1,4,30,0,2,1
1019,1096,6,2024,12,96667,18033,14,5,3,27,0,2,2
1020,1331,4,2024,1,115751,7351,25,0,4,7,0,2,5
1021,1143,1,2023,6,87894,22295,11,5,2,28,1,4,3
1022,1288,7,2023,3,86305,25921,26,0,3,20,1,5,2
1023,1028,1,2024,8,37612,19340,17,1,5,16,0,5,3
1024,1278,7,2023,6,103627,14901,35,3,4,23,1,5,2
1025,1233,6,2023,11,62089,10638,26,7,5,35,0,4,5
1026,1017,5,2023,2,77137,5828,8,0,5,30,0,5,3
1027,1059,2,2024,8,25559,21378,38,1,3,33,0,3,5
1028,1090,4,2023,5,91249,11556,0,7,3,1,0,1,3
1029,1199,7,2024,8,62361,22820,6,7,5,2,0,4,1
1030,1362,7,2024,8,105720,25060,25,5,5,29,0,1,1
1031,1026,6,2023,6,40261,23998,6,1,4,7,0,3,3
1032,1025,4,2023,2,45372,25378,6,7,4,6,0,2,3
1033,1394,5,2024,8,80355,18099,7,5,4,11,0,2,5
1034,1301,5,2023,11,82920,8150,15,6,3,18,0,2,4
1035,1339,7,2024,6,57544,10107,2,1,4,25,0,4,3
1036,1267,2,2024,6,25037,19867,9,7,4,27,0,2,2
1037,1181,2,2023,8,68032,24059,6,3,4,14,0,4,2
1038,1360,1,2024,1,103233,1757,20,0,1,13,0,4,2
1039,1068,4,2024,2,66420,18193,36,6,3,13,0,1,1
1040,1351,4,2024,12,116552,21923,30,3,2,2,0,2,5
1041,1321,5,2023,12,59600,22432,22,2,3,28,0,5,1
1042,1049,1,2022,9,73285,11199,26,5,5,5,1,2,2
1043,1175,6,2023,11,87008,27801,21,7,1,22,0,2,3
1044,1052,4,2023,12,114520,28071,38,0,3,27,0,2,2
1045,1102,1,2023,8,30167,26896,26,3,3,13,0,5,3
1046,1216,1,2024,12,25432,16295,3,0,4,13,0,5,5
1047,1188,7,2023,7,94687,26246,23,2,4,19,0,4,4
1048,1057,5,2023,7,96947,12807,22,4,3,12,0,5,3
1049,1047,1,2022,5,75903,17535,18,5,3,26,0,4,1
1050,1159,8,2024,2,117159,5492,2,5,3,34,0,1,2
1051,1174,2,2023,11,79149,23095,26,1,4,1,0,4,2
1052,1242,8,2022,6,112640,6302,2,7,3,39,0,2,2
1053,1282,2,2022,10,81768,15929,27,5,5,23,0,3,3
1054,1241,3,2024,3,85184,4747,16,5,3,28,1,3,5
1055,1370,5,2023,4,90792,26799,30,3,2,2,0,2,3
1056,1005,7,2022,10,58439,14238,9,6,4,3,0,4,1
1057,1084,6,2024,12,58257,27243,21,5,3,1,0,2,2
1058,1308,8,2024,11,69674,8402,29,5,4,19,0,5,3
1059,1361,8,2024,2,76248,10686,20,7,3,14,0,4,2
1060,1248,3,2023,2,108602,4681,35,2,4,31,0,2,1
1061,1054,2,2023,12,70371,28838,22,6,4,0,0,5,4
1062,1161,7,2024,8,92996,18891,37,2,5,37,1,5,4
1063,1226,3,2023,8,62297,19347,11,7,3,34,0,4,4
1064,1015,5,2024,10,79273,3428,24,0,3,6,0,1,2
1065,1224,7,2022,6,86256,27951,19,0,3,12,0,1,3
1066,1061,5,2023,5,59743,29928,6,5,5,0,0,5,2
1067,1122,1,2022,8,93752,7494,28,5,5,13,0,1,5
1068,1277,4,2022,4,104803,3955,28,1,2,28,0,5,3
1069,1046,1,2022,11,100117,29877,12,0,2,2,0,1,1
1070,1390,5,2022,4,95051,20089,2,3,3,23,0,5,4
1071,1294,8,2024,5,47076,27981,1,5,2,0,0,5,3
1072,1062,7,2022,1,100312,14026,15,3,3,9,0,5,3
1073,1086,2,2023,1,112483,20422,29,5,2,12,0,5,4
1074,1210,6,2024,2,27963,9244,37,7,4,35,0,3,1
1075,1078,2,2023,8,97322,713,5,3,5,8,0,1,2
1076,1202,7,2022,7,38866,23644,6,4,5,13,0,5,2
1077,1302,1,2024,10,57305,11080,4,3,3,35,0,2,3
1078,1397,6,2023,9,87403,23395,6,6,4,9,1,4,4
1079,1223,7,2024,5,107896,25263,33,0,5,39,0,2,5
1080,1222,5,2024,2,57813,8521,31,5,2,22,0,2,1
1081,1003,8,2024,7,91729,1746,12,0,4,34,0,3,2
1082,1006,2,2023,8,85686,17591,29,6,3,6,0,1,1
1083,1093,5,2023,12,29512,26718,24,6,3,34,0,3,1
1084,1008,6,2023,7,47666,17168,20,3,3,1,0,1,1
1085,1235,6,2022,7,41630,2696,20,2,2,14,0,5,4
1086,1108,2,2024,12,99519,12012,27,2,4,8,0,3,4
1087,1161,5,2022,5,25636,14688,19,6,3,16,1,4,4
1088,1209,3,2023,2,28775,23457,33,2,3,38,0,1,3
1089,1240,5,2024,6,92957,5036,4,5,2,17,1,3,4
1090,1331,6,2023,4,89591,7127,17,1,5,14,0,4,3
1091,1333,5,2023,10,103561,29960,38,4,3,17,0,2,2
1092,1050,8,2023,2,99816,3718,10,3,4,23,0,5,2
1093,1011,7,2024,12,36351,22159,16,1,4,22,0,5,2
1094,1351,1,2023,9,80184,7910,21,2,3,11,0,2,2
1095,1156,8,2024,7,94180,2693,36,3,3,22,0,3,2
1096,1070,3,2022,6,106678,17009,19,1,4,20,0,2,4
1097,1169,4,2024,12,98309,15858,5,0,2,25,0,4,5
1098,1272,7,2024,5,119002,28810,33,2,2,7,0,1,4
1099,1068,1,2022,3,35778,20092,13,7,4,29,0,3,5
1100,1355,4,2023,12,37501,23243,22,1,3,33,0,1,4
1101,1252,2,2022,10,27108,15932,19,7,3,1,0,2,2
1102,1048,4,2024,10,119905,25337,12,5,3,4,0,5,1
1103,1184,7,2023,4,61382,7692,31,0,3,30,0,1,5
1104,1320,5,2023,3,116354,28555,25,2,4,32,0,1,1
1105,1187,7,2022,12,100787,6398,13,4,4,3,0,5,2
1106,1090,8,2022,11,48341,7252,35,6,4,5,0,1,5
1107,1332,4,2022,8,102214,11721,7,2,4,22,0,1,1
1108,1139,6,2023,3,39367,17939,39,7,3,18,0,5,4
1109,1357,1,2023,7,94868,11825,21,5,3,7,0,5,2
1110,1089,1,2024,7,37002,25251,21,4,3,38,0,2,4
1111,1274,4,2023,7,110820,4187,15,4,3,12,0,2,4
1112,1019,1,2023,7,84949,24151,26,4,5,0,0,1,2
1113,1311,6,2024,2,40700,29764,9,3,4,5,0,3,5
1114,1358,7,2024,10,104305,36,24,3,3,6,1,2,3
1115,1374,1,2024,3,87543,28412,30,7,1,26,1,2,3
1116,1154,4,2023,10,54318,18171,20,6,1,14,0,3,2
1117,1390,3,2022,9,114859,6283,26,4,3,33,0,3,3
1118,1260,3,2022,3,52610,15202,16,6,2,22,0,5,1
1119,1108,2,2024,2,97499,8060,32,0,4,23,0,2,5
1120,1371,8,2022,9,98374,27303,30,4,5,14,0,4,4
1121,1285,1,2023,10,90226,8065,25,1,4,34,1,4,4
1122,1059,8,2023,9,70167,29873,20,4,3,3,0,1,2
1123,1125,7,2023,4,102779,3880,35,7,3,36,0,2,4
1124,1354,4,2023,12,52939,5932,0,3,4,16,1,4,1
1125,1273,1,2022,9,86365,26470,3,3,4,30,0,2,1
1126,1107,5,2023,3,92381,8328,3,1,4,37,0,2,2
1127,1299,6,2023,7,71710,6333,25,1,5,9,0,4,4
1128,1245,1,2024,7,41766,22143,3,2,4,26,0,2,3
1129,1336,1,2024,11,37780,22869,8,0,4,5,0,3,3
1130,1247,8,2024,8,73458,13870,29,0,2,5,0,1,5
1131,1008,8,2024,10,81221,11268,3,7,4,14,0,5,2
1132,1141,3,2023,4,26509,5067,4,7,3,3,1,4,5
1133,1362,6,2022,3,114493,15616,22,7,3,39,0,5,3
1134,1008,4,2023,3,59346,12075,15,7,4,6,0,1,3
1135,1352,1,2023,12,107799,17045,21,7,3,25,0,3,3
1136,1094,3,2023,5,71874,7973,36,7,2,30,0,3,5
1137,1321,8,2023,11,51148,22770,7,0,1,1,0,3,2
1138,1039,2,2023,1,56533,10002,32,5,1,27,1,3,1
1139,1081,6,2023,10,103467,7887,37,3,1,12,0,4,1
1140,1187,3,2023,3,26359,414,15,0,2,17,0,4,3
1141,1084,3,2022,6,115068,6850,4,7,3,29,0,2,2
1142,1088,7,2024,3,85313,24918,15,2,3,10,0,2,2
1143,1242,3,2022,5,45344,2729,6,2,5,12,0,1,4
1144,1342,7,2022,9,94778,28026,0,0,3,23,0,2,4
1145,1093,1,2023,2,45601,28241,8,1,2,28,1,1,5
1146,1086,1,2023,11,44116,11929,17,2,4,4,0,1,4
1147,1044,8,2023,2,81985,14988,2,6,5,34,0,1,5
1148,1137,2,2022,12,55782,3897,23,1,4,18,0,3,1
1149,1074,5,2023,6,74819,28817,27,6,3,12,0,5,3
1150,1036,5,2023,6,109416,28994,9,3,4,4,0,5,2
1151,1101,5,2024,11,94035,2169,8,5,4,13,0,4,1
1152,1156,8,2024,11,69458,13563,12,2,4,37,0,1,1
1153,1255,7,2023,8,116556,18262,34,1,4,21,0,3,5
1154,1171,8,2023,12,33080,28546,22,7,5,8,0,2,3
1155,1216,6,2024,11,113743,22838,16,6,5,39,1,2,5
1156,1170,6,2022,2,58957,12888,6,0,4,25,0,4,1
1157,1252,2,2023,9,38908,4570,15,6,3,4,0,4,2
1158,1360,6,2023,2,115570,27193,39,6,4,28,0,1,4
1159,1322,5,2024,1,116324,1515,35,3,4,21,0,1,5
1160,1055,5,2022,10,103287,16958,19,4,1,2,1,2,1
1161,1091,8,2023,2,72482,12634,23,4,5,27,0,2,4
1162,1278,3,2024,12,63314,19251,4,0,3,37,0,2,4
1163,1101,6,2023,7,99921,13798,5,3,3,13,0,2,1
1164,1155,8,2022,8,108768,19928,27,3,5,13,0,5,3
1165,1377,1,2024,5,40831,4477,4,7,3,10,0,1,1
1166,1349,1,2023,6,45125,29975,38,3,3,8,0,1,2
1167,1364,3,2023,12,87451,16455,37,3,2,37,0,2,4
1168,1141,3,2022,1,70708,27144,1,4,3,5,0,3,2
1169,1173,3,2023,6,42682,28013,38,1,3,0,1,2,5
1170,1010,8,2023,12,107824,19364,20,3,3,24,0,4,4
1171,1228,1,2022,8,60794,25693,39,1,3,15,0,3,3
1172,1265,5,2022,3,84372,21876,36,6,5,14,0,4,1
1173,1248,3,2024,11,64477,26962,17,6,5,33,0,3,5
1174,1247,2,2022,1,78863,28084,11,3,2,16,0,4,2
1175,1155,7,2022,11,114941,9551,16,2,4,2,0,2,5
1176,1034,8,2023,4,63737,21143,36,5,2,2,0,2,3
1177,1129,3,2024,1,27620,26091,37,2,1,36,0,3,1
1178,1160,7,2022,8,60057,24468,14,6,2,16,0,4,5
1179,1089,4,2023,5,65138,14179,6,5,5,37,0,5,2
1180,1093,3,2022,1,104390,39,13,2,5,0,1,3,5
1181,1327,1,2022,8,78024,25958,0,3,3,6,0,3,1
1182,1241,6,2022,9,34677,10222,37,1,3,25,0,1,5
1183,1323,3,2024,10,69111,27197,2,5,3,38,0,3,2
1184,1117,8,2022,2,49074,21757,36,4,4,18,0,5,1
1185,1094,6,2022,9,42824,29637,30,0,4,29,1,2,3
1186,1163,4,2023,8,25765,23949,12,5,3,13,0,4,3
1187,1099,2,2024,7,70439,16116,17,5,4,12,0,1,4
1188,1113,6,2022,3,73926,18284,16,4,3,19,1,4,5
1189,1359,7,2023,2,61860,18601,16,3,5,25,0,2,2
1190,1091,5,2022,7,37975,16049,10,2,4,26,0,3,5
1191,1346,3,2023,5,99877,4796,19,2,3,24,1,5,1
1192,1206,4,2023,6,118677,4606,9,6,4,8,0,1,4
1193,1017,4,2023,4,102870,17667,28,1,4,11,0,5,2
1194,1274,6,2023,2,106371,8775,33,3,3,9,0,5,5
1195,1173,2,2023,9,51548,29655,16,4,3,5,0,5,2
1196,1116,1,2022,3,115575,25034,12,3,5,33,0,5,1
1197,1349,3,2023,12,63736,14864,38,3,3,18,0,2,4
1198,1181,4,2022,7,86562,14193,26,2,1,5,0,5,2
1199,1091,2,2024,8,65409,14676,25,4,3,1,0,5,1
1200,1082,5,2024,2,109101,10457,27,7,4,14,0,2,3
1201,1324,4,2024,6,34834,27242,12,0,4,16,0,4,2
1202,1114,2,2024,11,25840,17199,11,5,5,15,1,2,4
1203,1257,8,2023,8,104409,16044,27,2,4,27,0,3,2
1204,1058,1,2024,7,56568,15066,1,4,2,20,0,2,2
1205,1154,1,2022,11,35846,18895,36,1,4,7,0,4,1
1206,1365,4,2023,3,30899,246,33,5,4,9,0,3,5
1207,1116,7,2023,1,111038,21209,22,5,2,9,0,3,5
1208,1343,4,2023,6,91101,6516,28,7,3,9,0,1,2
1209,1266,6,2024,8,63773,16800,34,7,1,8,0,5,4
1210,1315,3,2022,6,99723,13342,10,2,4,27,0,3,4
1211,1203,2,2023,5,97762,29039,32,6,5,23,0,3,1
1212,1041,4,2024,11,29311,23086,10,1,4,18,0,4,2
1213,1105,3,2022,12,81888,20101,8,2,5,32,1,3,2
1214,1389,6,2023,8,66616,16491,13,3,2,3,0,4,5
1215,1378,8,2024,2,77134,27207,8,6,5,2,0,5,1
1216,1193,8,2023,12,116225,9030,38,4,4,11,1,1,3
1217,1278,3,2023,1,31083,20897,2,7,3,17,1,1,4
1218,1354,4,2022,1,37598,29492,28,1,5,22,1,5,4
1219,1237,1,2023,4,107476,1421,18,5,3,19,0,5,2
1220,1221,2,2024,6,117416,12970,35,2,5,5,0,2,1
1221,1068,2,2023,9,27580,7283,31,7,5,33,0,3,3
1222,1197,8,2023,1,82395,28488,6,5,4,1,0,3,4
1223,1256,8,2022,12,67321,15945,27,1,4,29,0,3,1
1224,1139,1,2022,1,34386,255,17,7,2,8,0,4,3
1225,1312,7,2024,5,78171,23632,4,7,4,26,0,2,2
1226,1149,4,2023,10,44522,11019,22,5,3,33,0,3,5
1227,1099,8,2023,5,90532,15487,21,2,4,39,0,4,4
1228,1076,8,2022,5,116760,9029,25,6,4,23,0,4,4
1229,1282,8,2023,10,39635,19346,11,2,5,16,0,1,3
1230,1371,2,2024,6,25671,2282,39,0,1,28,0,4,5
1231,1109,4,2023,8,58545,8744,18,7,4,35,0,5,1
1232,1188,6,2022,3,79079,24756,0,5,5,11,0,4,2
1233,1199,4,2023,9,51855,28828,2,0,4,30,0,5,1
1234,1303,3,2024,1,60790,17861,26,6,2,8,0,5,3
1235,1327,1,2023,4,76012,25146,17,0,2,18,1,1,4
1236,1154,7,2024,9,39260,21336,29,5,1,16,0,1,4
1237,1040,8,2023,8,90139,22264,1,1,4,1,0,4,1
1238,1133,8,2024,10,26074,9919,4,3,4,39,0,1,2
1239,1132,4,2023,9,67676,13335,28,6,5,4,0,1,3
1240,1279,7,2022,1,34475,21976,32,2,3,38,0,3,2
1241,1362,8,2023,9,103414,23475,19,4,3,15,0,4,3
1242,1084,7,2022,3,40120,591,29,6,4,16,1,4,2
1243,1399,6,2024,11,48147,6277,4,0,4,26,0,4,1
1244,1242,5,2024,12,26986,29092,20,1,5,6,0,1,5
1245,1116,1,2023,10,57430,2260,14,5,4,7,1,1,3
1246,1109,7,2023,9,80479,11139,19,1,3,7,0,5,1
1247,1221,2,2022,1,107966,347,7,1,4,22,0,2,4
1248,1392,3,2024,1,27176,24741,30,5,5,31,0,2,4
1249,1041,2,2023,9,109258,21416,11,4,3,17,1,2,2
1250,1368,8,2022,11,109153,4443,20,5,3,37,1,3,4
1251,1147,6,2023,6,86918,11088,29,4,3,11,1,1,5
1252,1112,6,2022,4,52115,29069,26,5,1,14,0,5,3
1253,1103,2,2023,7,102442,8774,25,0,4,27,0,5,2
1254,1046,1,2023,5,65002,6869,32,4,2,37,0,2,3
1255,1324,2,2022,10,82124,28082,25,0,3,30,0,3,3
1256,1378,4,2024,7,31610,22080,25,6,3,8,1,3,1
1257,1271,8,2022,8,74752,28979,35,4,4,7,1,2,4
1258,1385,8,2022,8,103947,19422,39,4,3,18,0,2,3
1259,1195,2,2022,1,99716,2845,0,5,4,7,0,1,5
1260,1367,3,2024,8,72993,24248,14,4,2,33,0,3,5
1261,1280,3,2023,6,35073,27342,0,0,2,3,0,5,4
1262,1283,8,2023,4,62251,22993,10,7,3,30,0,2,4
1263,1040,5,2022,12,96437,12386,1,6,3,37,0,1,2
1264,1189,3,2022,8,63897,1265,0,7,3,2,0,5,2
1265,1164,2,2023,3,75906,12445,30,5,2,34,0,3,2
1266,1024,3,2024,4,76616,29225,15,2,5,18,0,2,4
1267,1024,8,2024,6,29482,12938,21,6,4,28,1,2,3
1268,1004,1,2022,11,115964,11159,17,7,2,9,0,1,1
1269,1323,7,2023,7,97936,2274,16,6,2,11,1,1,2
1270,1290,3,2024,4,64574,18854,29,7,5,29,0,3,1
1271,1181,4,2023,4,68284,10482,9,0,4,29,0,2,5
1272,1248,1,2024,7,97932,18961,34,7,3,17,0,1,4
1273,1116,5,2022,6,32338,20044,20,6,4,23,0,2,5
1274,1279,4,2024,11,67718,1068,15,2,4,31,0,3,2
1275,1365,2,2024,8,37500,21975,5,1,4,8,0,2,3
1276,1069,7,2024,1,36545,14706,2,5,3,23,0,5,2
1277,1351,2,2023,10,86480,5974,20,1,3,25,0,2,1
1278,1254,7,2023,11,30241,10928,12,5,1,2,0,4,2
1279,1181,7,2024,7,114314,21213,17,6,5,22,0,4,3
1280,1318,2,2022,12,47821,1950,23,5,4,10,0,3,3
1281,1169,4,2023,7,29695,24667,26,7,3,9,0,3,4
1282,1313,4,2024,11,102066,19477,3,0,5,35,0,3,4
1283,1249,7,2024,7,39318,10411,21,2,5,12,0,5,3
1284,1188,4,2024,7,75934,21695,23,5,5,28,1,5,3
1285,1054,7,2022,10,47331,13388,39,2,5,37,0,2,1
1286,1326,8,2024,10,77672,29976,9,5,5,12,1,1,2
1287,1357,7,2024,8,116891,17771,1,2,3,25,0,4,4
1288,1313,8,2022,9,101860,4274,39,1,4,19,0,4,1
1289,1138,1,2023,9,118685,2285,5,0,4,4,0,4,2
1290,1168,6,2022,2,93754,19590,17,5,3,19,0,2,4
